id,Date,items
3121,06-01-2015,"""whipped/sour cream"",""dessert"",""soda"",""other vegetables"",""canned fruit"",""newspapers"""
3122,18-03-2015,"""photo/film"",""whole milk"",""citrus fruit"",""canned beer"",""whole milk"",""candy"",""whipped/sour cream"",""salty snack"""
3123,30-07-2015,"""tropical fruit"",""hamburger meat"",""butter milk"",""whipped/sour cream"",""curd cheese"",""white wine"",""margarine"",""yogurt"""
3124,15-08-2015,"""chicken"",""canned beer"",""tropical fruit"",""soda"",""other vegetables"",""canned vegetables"""
3125,10-07-2015,"""whole milk"",""onions"",""margarine"",""whipped/sour cream"",""long life bakery product"",""house keeping products"",""whole milk"",""whipped/sour cream"",""canned beer"",""fruit/vegetable juice"""
3126,24-05-2015,"""frankfurter"",""long life bakery product"",""soda"",""waffles"""
3127,06-01-2015,"""pork"",""dessert"",""soda"",""dessert"",""yogurt"",""soda"",""shopping bags"""
3128,27-04-2015,"""tropical fruit"",""dessert"",""sausage"",""pastry"",""curd"",""cocoa drinks"",""butter"",""whipped/sour cream"",""pickled vegetables"",""whipped/sour cream"",""margarine"""
3129,20-03-2015,"""sausage"",""sausage"",""frozen vegetables"",""UHT-milk"",""frozen vegetables"",""napkins"",""curd"",""canned vegetables"",""specialty chocolate"",""root vegetables"",""rolls/buns"",""shopping bags"",""napkins"""
3130,22-06-2015,"""citrus fruit"",""bottled beer"",""curd"",""white bread"",""whipped/sour cream"",""candy"""
3131,18-08-2015,"""bottled beer"",""meat"",""onions"",""beverages"",""pasta"",""yogurt"",""sweet spreads"",""male cosmetics"",""white bread"""
3132,03-12-2015,"""misc. beverages"",""soft cheese"""
3133,12-05-2015,"""seasonal products"",""bottled beer"""
3134,06-01-2015,"""yogurt"",""whole milk"",""canned beer"",""domestic eggs"",""oil"",""flower (seeds)"""
3135,15-10-2015,"""root vegetables"",""vinegar"",""root vegetables"",""cream cheese "",""newspapers"",""butter milk"""
3136,17-01-2015,"""pastry"",""chewing gum"""
3137,14-06-2015,"""pork"",""whipped/sour cream"",""soft cheese"",""chicken"",""bottled water"",""hard cheese"",""cream cheese "",""pastry"""
3138,15-03-2015,"""ham"",""citrus fruit"",""spices"",""citrus fruit"",""brown bread"",""other vegetables"",""shopping bags"",""root vegetables"",""soda"",""newspapers"""
3139,03-11-2015,"""pip fruit"",""root vegetables"",""specialty bar"",""skin care"""
3140,21-10-2015,"""beef"",""pet care"",""yogurt"",""sliced cheese"""
3141,20-07-2015,"""dessert"",""pork"",""soda"",""cream cheese "",""whole milk"",""bottled beer"""
3142,12-11-2015,"""other vegetables"",""meat"",""butter milk"",""dessert"",""yogurt"",""root vegetables"",""bottled beer"",""fruit/vegetable juice"",""zwieback"""
3143,09-11-2015,"""citrus fruit"",""bottled water"",""soda"",""specialty chocolate"",""beverages"",""rolls/buns"",""pastry"""
3144,11-12-2015,"""pip fruit"",""rolls/buns"",""candles"",""curd"""
3145,17-02-2015,"""meat"",""bottled beer"",""ketchup"",""sauces"",""specialty chocolate"",""pastry"",""whole milk"",""shopping bags"""
3146,27-10-2015,"""other vegetables"",""red/blush wine"",""packaged fruit/vegetables"",""pastry"""
3147,12-06-2015,"""soda"",""dog food"""
3148,27-08-2015,"""sausage"",""pork"",""chocolate"",""specialty fat"",""long life bakery product"",""bottled water"",""ice cream"",""brandy"""
3149,09-09-2015,"""citrus fruit"",""shopping bags"",""onions"",""berries"",""root vegetables"",""frozen vegetables"",""sliced cheese"""
3150,25-02-2015,"""napkins"",""newspapers"",""rolls/buns"",""bottled water"",""waffles"",""meat"",""citrus fruit"",""frozen vegetables"",""yogurt"",""whole milk"",""canned beer"",""rolls/buns"",""chocolate"",""waffles"""
3151,20-02-2015,"""frankfurter"",""margarine"",""soda"",""rolls/buns"",""seasonal products"""
3152,17-10-2015,"""pip fruit"",""frozen meals"",""chocolate marshmallow"",""onions"",""frozen vegetables"""
3153,02-03-2015,"""coffee"",""other vegetables"",""yogurt"",""bottled beer"""
3154,21-04-2015,"""citrus fruit"",""tropical fruit"",""brown bread"",""specialty chocolate"",""beverages"",""fruit/vegetable juice"",""semi-finished bread"",""newspapers"",""coffee"",""frozen meals"",""margarine"""
3155,10-03-2015,"""bottled water"",""nut snack"",""napkins"",""shopping bags"",""whole milk"",""brown bread"""
3156,31-10-2015,"""chicken"",""rolls/buns"",""coffee"",""other vegetables"",""soda"""
3157,27-04-2015,"""whole milk"",""beef"",""cat food"",""specialty bar"",""rolls/buns"""
3158,04-02-2015,"""citrus fruit"",""cream cheese """
3159,06-04-2015,"""beef"",""whole milk"",""beef"",""tropical fruit"",""UHT-milk"",""soda"""
3160,22-01-2015,"""chicken"",""other vegetables"",""long life bakery product"",""pastry"""
3161,07-11-2015,"""bottled water"",""dessert"",""whole milk"",""pot plants"",""beverages"",""UHT-milk"",""other vegetables"",""other vegetables"",""margarine"",""pot plants"""
3162,13-04-2015,"""pork"",""tropical fruit"""
3163,12-12-2015,"""sausage"",""rolls/buns"",""canned fish"",""newspapers"",""whole milk"",""root vegetables"""
3164,28-10-2015,"""whole milk"",""canned beer"",""frozen dessert"",""dessert"",""hard cheese"",""chocolate"",""flower (seeds)"",""whole milk"",""house keeping products"",""newspapers"""
3165,31-08-2015,"""herbs"",""frozen fish"",""rolls/buns"",""curd"",""napkins"",""bottled beer"""
3166,18-02-2015,"""pork"",""sugar"",""tropical fruit"",""curd"",""dessert"",""napkins"",""soda"",""dessert"",""cat food"",""newspapers"""
3167,06-07-2015,"""onions"",""other vegetables"",""root vegetables"",""pot plants"",""root vegetables"",""long life bakery product"",""bottled beer"",""fruit/vegetable juice"",""butter milk"",""brown bread"",""margarine"",""bottled water"",""soda"""
3168,13-01-2015,"""shopping bags"",""whipped/sour cream"",""coffee"",""hygiene articles"",""soda"",""rolls/buns"""
3169,22-01-2015,"""root vegetables"",""cream cheese "",""butter"",""other vegetables"",""fruit/vegetable juice"",""yogurt"",""sweet spreads"",""frozen vegetables"",""newspapers"",""detergent"",""sliced cheese"""
3170,06-05-2015,"""ice cream"",""soda"""
3171,01-12-2015,"""chicken"",""tropical fruit"",""other vegetables"",""shopping bags"""
3172,02-07-2015,"""baking powder"",""other vegetables"",""beef"",""yogurt"",""berries"",""other vegetables"""
3173,11-10-2015,"""berries"",""liquor"",""pork"",""curd"",""specialty chocolate"",""flour"",""roll products "",""rice"""
3174,20-05-2015,"""misc. beverages"",""sugar"",""yogurt"",""rolls/buns"",""brown bread"",""red/blush wine"",""canned beer"",""make up remover"""
3175,16-03-2015,"""sausage"",""coffee"",""sugar"",""other vegetables"",""coffee"",""margarine"""
3176,01-12-2015,"""other vegetables"",""coffee"",""frozen meals"",""rolls/buns"",""napkins"",""canned beer"",""long life bakery product"",""ketchup"",""bottled beer"",""specialty chocolate"""
3177,11-01-2015,"""pastry"",""yogurt"",""whole milk"",""rolls/buns"",""soda"",""whole milk"",""yogurt"""
3178,19-09-2015,"""frankfurter"",""other vegetables"",""soda"",""margarine"",""preservation products"",""bottled water"",""soups"""
3179,01-06-2015,"""citrus fruit"",""yogurt"",""yogurt"",""rolls/buns"",""whole milk"",""yogurt"",""potato products"",""sugar"",""butter"""
3180,14-05-2015,"""ice cream"",""sausage"",""rolls/buns"",""whole milk"",""other vegetables"",""mustard"",""shopping bags"",""whole milk"""
3181,02-10-2015,"""whole milk"",""curd"",""rolls/buns"",""soft cheese"",""flour"",""yogurt"",""cling film/bags"",""cat food"",""misc. beverages"",""pickled vegetables"""
3182,12-02-2015,"""whipped/sour cream"",""other vegetables"",""margarine"",""coffee"",""soap"",""sweet spreads"""
3183,26-12-2015,"""photo/film"",""specialty cheese"",""tropical fruit"",""citrus fruit"",""specialty chocolate"",""soda"",""beverages"",""bottled beer"",""waffles"",""brown bread"""
3184,29-12-2015,"""frozen meals"",""sausage"",""zwieback"",""whole milk"",""chocolate"",""cream cheese """
3185,30-04-2015,"""tropical fruit"",""citrus fruit"",""whole milk"",""rolls/buns"",""citrus fruit"",""curd"",""soda"",""napkins"",""cat food"",""coffee"",""pastry"",""long life bakery product"",""beverages"""
3186,13-06-2015,"""semi-finished bread"",""other vegetables"",""whole milk"",""flour"",""rolls/buns"",""shopping bags"",""waffles"""
3187,28-06-2015,"""rolls/buns"",""beef"",""pip fruit"",""whole milk"",""rolls/buns"",""pastry"",""pastry"",""sauces"",""soda"",""rolls/buns"""
3188,03-07-2015,"""sausage"",""ice cream"",""rolls/buns"",""hamburger meat"",""dessert"",""bottled water"""
3189,16-10-2015,"""newspapers"",""domestic eggs"",""root vegetables"",""curd"",""domestic eggs"",""newspapers"""
3190,07-07-2015,"""berries"",""soda"",""misc. beverages"",""domestic eggs"",""bottled water"",""liquor (appetizer)"""
3191,17-01-2015,"""berries"",""hamburger meat"",""sliced cheese"",""rolls/buns"",""sliced cheese"",""bottled water"""
3192,03-12-2015,"""tropical fruit"",""misc. beverages"",""canned fish"",""margarine"",""canned beer"",""other vegetables"",""sliced cheese"",""shopping bags"""
3193,08-09-2015,"""beverages"",""yogurt"",""rolls/buns"",""other vegetables"""
3194,01-08-2015,"""fruit/vegetable juice"",""root vegetables"",""pork"",""root vegetables"",""rolls/buns"",""root vegetables"",""sliced cheese"",""shopping bags"",""other vegetables"",""root vegetables"",""hygiene articles"""
3195,07-06-2015,"""soda"",""mustard"""
3196,18-01-2015,"""potato products"",""root vegetables"",""beef"",""bottled water"",""margarine"",""pip fruit"",""specialty cheese"",""specialty chocolate"",""yogurt"",""yogurt"""
3197,02-04-2015,"""pastry"",""rolls/buns"",""whole milk"",""spread cheese"",""soda"",""shopping bags"",""other vegetables"",""pastry"",""cooking chocolate"",""chocolate"",""chewing gum"",""napkins"""
3198,28-12-2015,"""bottled beer"",""specialty cheese"",""whole milk"",""napkins"""
3199,24-07-2015,"""citrus fruit"",""whole milk"",""tropical fruit"",""misc. beverages"""
3200,03-03-2015,"""citrus fruit"",""yogurt"""
3201,18-03-2015,"""soap"",""packaged fruit/vegetables"",""root vegetables"",""hard cheese"",""whole milk"",""white bread"",""frozen meals"",""photo/film"",""oil"",""bottled beer"""
3202,16-11-2015,"""pork"",""canned beer"",""pork"",""cream cheese "",""soda"",""yogurt"",""sliced cheese"",""toilet cleaner"",""white bread"""
3203,17-12-2015,"""rolls/buns"",""butter"""
3204,17-03-2015,"""yogurt"",""soda"",""butter milk"",""yogurt"",""whole milk"",""yogurt"",""other vegetables"",""rolls/buns"""
3205,03-02-2015,"""whole milk"",""detergent"",""detergent"",""soft cheese"""
3206,21-03-2015,"""sausage"",""beef"",""whole milk"",""soda"""
3207,19-03-2015,"""zwieback"",""whole milk"",""mustard"",""yogurt"",""chocolate"",""curd"""
3208,05-10-2015,"""domestic eggs"",""tropical fruit"",""whole milk"",""pastry"",""condensed milk"",""specialty chocolate"""
3209,31-07-2015,"""whole milk"",""whipped/sour cream"""
3210,02-07-2015,"""coffee"",""bottled water"",""butter milk"",""berries"",""oil"""
3211,19-11-2015,"""frozen fish"",""rolls/buns"""
3212,29-01-2015,"""meat"",""root vegetables"",""whole milk"",""hamburger meat"",""sweet spreads"",""shopping bags"""
3213,02-08-2015,"""sausage"",""pip fruit"",""long life bakery product"",""flower (seeds)"""
3214,04-07-2015,"""beef"",""pastry"",""liquor (appetizer)"",""brown bread"",""other vegetables"",""bottled beer"",""candy"",""oil"",""misc. beverages"",""brown bread"",""fruit/vegetable juice"""
3215,04-08-2015,"""canned vegetables"",""other vegetables"",""chocolate marshmallow"",""whole milk"""
3216,01-10-2015,"""pork"",""whole milk"",""yogurt"",""canned fish"""
3217,30-06-2015,"""sausage"",""root vegetables"",""fruit/vegetable juice"",""brown bread"",""rolls/buns"",""soda"",""fruit/vegetable juice"""
3218,27-11-2015,"""berries"",""curd"",""napkins"",""whipped/sour cream"",""sliced cheese"",""beverages"",""soda"",""salt"""
3219,22-10-2015,"""pip fruit"",""onions"",""other vegetables"",""tropical fruit"",""whipped/sour cream"",""rolls/buns"""
3220,15-05-2015,"""pork"",""hamburger meat"",""specialty chocolate"",""sliced cheese"",""whole milk"",""soda"",""bathroom cleaner"""
3221,25-02-2015,"""rolls/buns"",""newspapers"""
3222,27-06-2015,"""domestic eggs"",""other vegetables"",""organic sausage"",""meat"",""bottled beer"",""semi-finished bread"",""salty snack"",""dishes"",""white bread"""
3223,21-03-2015,"""misc. beverages"",""bottled water"",""long life bakery product"",""soda"",""kitchen towels"",""shopping bags"""
3224,06-07-2015,"""butter"",""newspapers"""
3225,19-06-2015,"""curd"",""specialty chocolate"",""brown bread"",""whole milk"",""hamburger meat"",""honey"",""sliced cheese"",""bottled water"",""frozen fish"",""skin care"",""rolls/buns"",""pet care"""
3226,15-03-2015,"""sausage"",""sliced cheese"""
3227,10-04-2015,"""sausage"",""ice cream"",""tropical fruit"",""misc. beverages"",""grapes"",""flower (seeds)"",""root vegetables"",""citrus fruit"",""napkins"""
3228,12-08-2015,"""tropical fruit"",""specialty chocolate"",""other vegetables"",""misc. beverages"""
3229,10-10-2015,"""citrus fruit"",""bottled beer"",""tropical fruit"",""yogurt"""
3230,12-04-2015,"""newspapers"",""soda"",""beef"",""other vegetables"",""pastry"",""other vegetables"",""sparkling wine"",""specialty bar"",""frozen fish"",""chewing gum"""
3231,06-09-2015,"""other vegetables"",""zwieback"",""pip fruit"",""root vegetables"",""butter"",""root vegetables"",""coffee"",""napkins"""
3232,28-12-2015,"""sausage"",""other vegetables"",""pork"",""hygiene articles"""
3233,03-04-2015,"""frankfurter"",""meat"",""margarine"",""bottled water"",""abrasive cleaner"""
3234,27-08-2015,"""finished products"",""other vegetables"""
3235,25-09-2015,"""turkey"",""chicken"",""yogurt"",""newspapers"",""domestic eggs"",""shopping bags"",""cake bar"",""yogurt"""
3236,07-08-2015,"""berries"",""other vegetables"""
3237,16-12-2015,"""frankfurter"",""margarine"""
3238,07-04-2015,"""citrus fruit"",""other vegetables"",""margarine"",""other vegetables"",""other vegetables"",""dishes"",""rolls/buns"""
3239,14-05-2015,"""tropical fruit"",""coffee"",""tropical fruit"",""soda"",""kitchen towels"",""flour"",""UHT-milk"""
3240,14-02-2015,"""citrus fruit"",""pork"",""margarine"",""chocolate marshmallow"",""white bread"",""white wine"",""processed cheese"",""bottled water"",""processed cheese"",""margarine"",""candles"",""shopping bags"""
3241,30-11-2015,"""sausage"",""other vegetables"",""hard cheese"",""soda"",""bottled beer"",""soda"",""napkins"""
3242,08-02-2015,"""pip fruit"",""whole milk"",""whole milk"",""hamburger meat"",""margarine"",""roll products """
3243,22-11-2015,"""frankfurter"",""pot plants"",""brown bread"""
3244,30-12-2015,"""soda"",""other vegetables"",""curd"",""shopping bags"",""sugar"",""red/blush wine"",""canned beer"""
3245,19-03-2015,"""yogurt"",""other vegetables"",""rice"",""yogurt"",""butter"""
3246,18-04-2015,"""condensed milk"",""other vegetables"",""rolls/buns"",""waffles"",""cream cheese "",""onions"",""domestic eggs"""
3247,28-12-2015,"""beef"",""whole milk"",""root vegetables"",""dessert"",""jam"",""root vegetables"",""waffles"",""napkins"",""flower (seeds)"",""long life bakery product"",""whipped/sour cream"""
3248,16-06-2015,"""rolls/buns"",""domestic eggs"",""liver loaf"",""beef"",""coffee"",""bottled water"",""coffee"",""bottled water"",""pastry"""
3249,03-05-2015,"""frankfurter"",""root vegetables"",""fruit/vegetable juice"",""domestic eggs"",""shopping bags"""
3250,25-07-2015,"""pork"",""brown bread"",""beverages"",""pip fruit"",""pork"",""rolls/buns"",""mustard"",""yogurt"",""male cosmetics"""
3251,28-03-2015,"""sausage"",""pip fruit"",""dessert"",""soda"",""chocolate marshmallow"",""pot plants"",""cream cheese """
3252,12-02-2015,"""packaged fruit/vegetables"",""frozen fruits"",""rolls/buns"""
3253,26-08-2015,"""whole milk"",""organic sausage"",""pip fruit"",""rolls/buns"",""finished products"",""UHT-milk"",""root vegetables"",""rolls/buns"",""beef"""
3254,10-05-2015,"""other vegetables"",""tropical fruit"",""curd"",""flower (seeds)"",""berries"",""white wine"",""rum"",""bottled beer"",""yogurt"",""bottled water"",""soap"",""specialty cheese"",""bottled water"""
3255,26-05-2015,"""tropical fruit"",""citrus fruit"",""bathroom cleaner"",""soda"",""seasonal products"",""rolls/buns"",""root vegetables"",""other vegetables"",""beverages"",""salt"",""flower (seeds)"",""soft cheese"",""rolls/buns"""
3256,28-09-2015,"""chicken"",""pork"",""brandy"",""bottled water"",""white bread"""
3257,12-02-2015,"""berries"",""curd"",""pip fruit"",""soft cheese"",""pastry"""
3258,13-07-2015,"""whole milk"",""beef"",""canned beer"""
3259,08-05-2015,"""sausage"",""tropical fruit"",""canned vegetables"",""canned beer"",""root vegetables"",""specialty cheese"",""popcorn"",""yogurt"",""bottled beer"""
3260,01-10-2015,"""long life bakery product"",""hamburger meat"",""whole milk"""
3261,05-03-2015,"""frankfurter"",""whipped/sour cream"",""sausage"",""rolls/buns"",""curd"",""canned beer"",""tropical fruit"",""bottled water"",""specialty cheese"",""sliced cheese"""
3262,09-05-2015,"""tropical fruit"",""bottled water"",""whole milk"",""pastry"",""whole milk"""
3263,09-09-2015,"""frankfurter"",""newspapers"",""cocoa drinks"",""brown bread"",""sliced cheese"",""fruit/vegetable juice"",""sliced cheese"",""other vegetables"",""butter"",""other vegetables"",""pickled vegetables"",""specialty chocolate"""
3264,28-07-2015,"""pip fruit"",""chicken"",""newspapers"",""citrus fruit"",""whole milk"",""hamburger meat"",""frozen vegetables"",""herbs"",""cream cheese "",""rolls/buns"",""long life bakery product"",""pastry"",""butter milk"",""margarine"",""long life bakery product"",""frozen meals"",""flour"",""canned fish"""
3265,07-04-2015,"""frankfurter"",""berries"",""ham"",""specialty cheese"",""root vegetables"",""onions"",""soft cheese"",""baking powder"""
3266,12-12-2015,"""long life bakery product"",""root vegetables"",""cream cheese "",""root vegetables"",""whole milk"",""rolls/buns"",""other vegetables"""
3267,19-08-2015,"""butter milk"",""dishes"",""soda"",""brown bread"",""rolls/buns"""
3268,13-05-2015,"""whole milk"",""misc. beverages"",""butter milk"",""dishes"",""beverages"""
3269,24-08-2015,"""whipped/sour cream"",""whole milk"",""bottled water"",""pickled vegetables"",""newspapers"",""bottled beer"",""dish cleaner"""
3270,09-10-2015,"""chicken"",""hamburger meat"",""shopping bags"",""brown bread"",""detergent"""
3271,01-08-2015,"""beef"",""pip fruit"",""yogurt"",""beverages"",""bottled beer"",""pastry"",""pastry"",""other vegetables"",""bottled water"",""hamburger meat"",""curd"",""pastry"",""instant coffee"",""whole milk"",""frozen fish"",""domestic eggs"",""male cosmetics"""
3272,27-04-2015,"""oil"",""bottled water"",""oil"""
3273,02-11-2015,"""other vegetables"",""whole milk"",""pastry"",""rolls/buns"",""canned beer"",""whipped/sour cream"",""bottled water"",""processed cheese"",""newspapers"",""frozen vegetables"""
3274,17-04-2015,"""other vegetables"",""yogurt"",""root vegetables"",""white bread"",""beverages"",""frozen vegetables"",""detergent"",""candy"",""brown bread"",""white wine"""
3275,30-03-2015,"""sausage"",""rolls/buns"",""nuts/prunes"",""bottled beer"",""soda"",""vinegar"",""misc. beverages"""
3276,27-11-2015,"""other vegetables"",""white bread"",""whole milk"",""domestic eggs"",""canned fruit"",""soda"",""soda"",""butter"",""detergent"""
3277,12-02-2015,"""soda"",""pip fruit"",""hamburger meat"",""soda"",""snack products"",""seasonal products"",""pasta"",""other vegetables"",""whole milk"""
3278,28-01-2015,"""beef"",""turkey"",""yogurt"",""brown bread"",""yogurt"",""cookware"""
3279,26-08-2015,"""pork"",""whole milk"",""rolls/buns"",""soda"",""butter"",""specialty bar"",""spread cheese"",""shopping bags"""
3280,02-03-2015,"""liqueur"",""citrus fruit"",""butter"",""bottled water"",""soda"",""yogurt"",""jam"",""butter"",""herbs"",""frozen meals"""
3281,10-07-2015,"""other vegetables"",""rolls/buns"",""other vegetables"",""dessert"""
3282,07-05-2015,"""bottled beer"",""other vegetables"",""whipped/sour cream"",""frozen vegetables"",""whole milk"",""newspapers"",""candy"",""flour"",""rolls/buns"",""whole milk"""
3283,14-10-2015,"""sausage"",""cake bar"",""specialty chocolate"",""other vegetables"",""butter milk"",""soft cheese"""
3284,21-05-2015,"""beef"",""frankfurter"",""tropical fruit"",""domestic eggs"",""butter milk"",""rolls/buns"",""other vegetables"",""canned beer"",""shopping bags"""
3285,21-04-2015,"""citrus fruit"",""root vegetables"",""yogurt"",""whole milk"",""yogurt"",""pastry"",""soft cheese"",""hard cheese"""
3286,28-05-2015,"""frozen potato products"",""chewing gum"""
3287,19-05-2015,"""oil"",""whole milk"",""specialty chocolate"",""herbs"",""sugar"",""margarine"""
3288,23-06-2015,"""beef"",""frozen vegetables"",""whole milk"",""candy"",""white bread"",""canned beer"",""liquor (appetizer)"",""soda"",""newspapers"",""brown bread"",""female sanitary products"""
3289,10-05-2015,"""bottled water"",""whole milk"",""other vegetables"",""tropical fruit"",""waffles"",""soda"",""rolls/buns"",""napkins"""
3290,06-12-2015,"""citrus fruit"",""other vegetables"",""whole milk"",""hard cheese"",""bottled beer"",""whole milk"",""pastry"",""pickled vegetables"""
3291,07-01-2015,"""other vegetables"",""pip fruit"",""other vegetables"",""shopping bags"""
3292,05-10-2015,"""dessert"",""whipped/sour cream"",""yogurt"",""canned beer"""
3293,19-06-2015,"""yogurt"",""detergent"",""beverages"",""domestic eggs"""
3294,26-08-2015,"""other vegetables"",""tropical fruit"",""soda"",""yogurt"",""rolls/buns"",""whole milk"",""fruit/vegetable juice"",""margarine"""
3295,08-05-2015,"""sausage"",""bottled beer"",""whipped/sour cream"",""brown bread"""
3296,31-01-2015,"""yogurt"",""root vegetables"",""pastry"",""newspapers"",""dishes"""
3297,14-05-2015,"""sweet spreads"",""whole milk"",""frozen fish"",""whipped/sour cream"""
3298,26-01-2015,"""pork"",""pip fruit"",""UHT-milk"",""sausage"",""yogurt"",""sauces"",""herbs"",""brown bread"",""newspapers"",""bottled water"",""napkins"""
3299,22-11-2015,"""yogurt"",""soda"",""soda"",""white bread"",""chocolate"",""sugar"""
3300,14-10-2015,"""canned beer"",""tropical fruit"",""pork"",""citrus fruit"",""soda"",""newspapers"",""mustard"""
3301,27-09-2015,"""chicken"",""canned beer"""
3302,23-02-2015,"""sweet spreads"",""citrus fruit"",""bottled beer"",""yogurt"",""soda"""
3303,09-03-2015,"""pastry"",""misc. beverages"",""specialty chocolate"",""bottled water"""
3304,29-12-2015,"""sausage"",""oil"",""pork"",""pastry"",""misc. beverages"",""specialty bar"",""newspapers"",""long life bakery product"",""candy"",""yogurt"",""newspapers"""
3305,26-10-2015,"""UHT-milk"",""brown bread"",""soda"",""coffee"""
3306,24-12-2015,"""nuts/prunes"",""bottled beer"",""whole milk"",""cream cheese "",""bottled water"",""butter"",""whipped/sour cream"",""sugar"""
3307,10-09-2015,"""citrus fruit"",""whole milk"",""coffee"",""shopping bags"",""sweet spreads"",""tidbits"",""soda"",""soda"""
3308,11-11-2015,"""pip fruit"",""pork"",""citrus fruit"",""meat"",""whole milk"",""soda"",""butter milk"",""butter"",""waffles"",""cream cheese "",""frozen dessert"",""sugar"""
3309,09-12-2015,"""softener"",""other vegetables"",""whole milk"",""hamburger meat"",""salty snack"",""butter milk"",""bathroom cleaner"",""sugar"",""long life bakery product"""
3310,14-02-2015,"""frankfurter"",""condensed milk"",""detergent"",""pastry"",""fruit/vegetable juice"",""sauces"""
3311,15-08-2015,"""canned beer"",""bottled water"",""onions"",""coffee"",""tropical fruit"",""cream cheese "",""curd"",""cling film/bags"",""bottled beer"""
3312,08-03-2015,"""other vegetables"",""red/blush wine"",""chicken"",""shopping bags"",""specialty chocolate"",""dog food"",""other vegetables"",""whole milk"",""fruit/vegetable juice"",""white bread"""
3313,29-12-2015,"""citrus fruit"",""tropical fruit"""
3314,10-04-2015,"""turkey"",""root vegetables"",""photo/film"",""misc. beverages"",""mayonnaise"""
3315,19-04-2015,"""frankfurter"",""butter milk"",""other vegetables"",""onions"",""bottled water"",""hard cheese"",""canned beer"",""whipped/sour cream"",""soups"",""soft cheese"",""onions"",""specialty cheese"",""long life bakery product"""
3316,16-10-2015,"""chicken"",""soda"",""pastry"",""instant coffee"",""soda"""
3317,12-05-2015,"""canned beer"",""whole milk"",""whole milk"",""other vegetables"",""berries"",""bottled beer"",""specialty chocolate"",""margarine"",""white bread"""
3318,13-10-2015,"""hamburger meat"",""pork"",""pork"",""whipped/sour cream"",""root vegetables"",""white bread"",""whole milk"",""bottled water"",""bottled beer"",""flower (seeds)"""
3319,04-06-2015,"""chocolate"",""whipped/sour cream"",""frozen vegetables"",""whole milk"",""rolls/buns"",""rolls/buns"",""mustard"",""domestic eggs"",""fruit/vegetable juice"",""margarine"",""root vegetables"",""rolls/buns"",""oil"",""rolls/buns"",""bottled beer"""
3320,22-02-2015,"""tropical fruit"",""other vegetables"",""fruit/vegetable juice"""
3321,26-10-2015,"""rolls/buns"",""soda"",""bottled water"",""shopping bags"",""flour"",""butter"",""whipped/sour cream"",""brown bread"",""whole milk"",""waffles"",""cake bar"""
3322,05-02-2015,"""mayonnaise"",""pip fruit"",""other vegetables"",""newspapers"",""frozen vegetables"",""tropical fruit"",""sweet spreads"",""margarine"",""whole milk"",""yogurt"",""processed cheese"""
3323,06-09-2015,"""chicken"",""dessert"",""bottled water"",""newspapers"",""red/blush wine"",""sugar"",""pastry"",""rolls/buns"",""frozen meals"",""yogurt"",""hard cheese"",""candles"",""waffles"",""domestic eggs"""
3324,24-08-2015,"""whole milk"",""pork"",""brown bread"",""whole milk"",""root vegetables"",""canned beer"",""candles"""
3325,01-03-2015,"""organic sausage"",""whole milk"",""frozen meals"",""onions"",""pickled vegetables"",""sugar"""
3326,03-04-2015,"""frankfurter"",""canned beer"",""curd"",""root vegetables"",""margarine"",""red/blush wine"",""whipped/sour cream"",""other vegetables"",""roll products "",""frozen vegetables"",""rolls/buns"""
3327,24-03-2015,"""yogurt"",""newspapers"",""whole milk"",""red/blush wine"",""bottled beer"",""softener"",""shopping bags"",""domestic eggs"",""margarine"",""domestic eggs"",""soda"",""baking powder"""
3328,17-04-2015,"""pastry"",""curd"",""soda"",""dessert"",""whole milk"",""curd"",""prosecco"",""whole milk"",""dessert"",""canned fish"""
3329,27-04-2015,"""sausage"",""margarine"",""margarine"""
3330,17-03-2015,"""salty snack"",""sausage"",""meat"",""spread cheese"",""cat food"",""beverages"",""misc. beverages"",""shopping bags"",""frozen vegetables"""
3331,21-03-2015,"""soda"",""butter"",""tropical fruit"",""pasta"",""other vegetables"",""other vegetables"",""rolls/buns"",""whole milk"",""cream cheese "",""rolls/buns"",""soda"""
3332,12-07-2015,"""ice cream"",""detergent"",""rolls/buns"""
3333,29-04-2015,"""chicken"",""salty snack"",""rolls/buns"",""whole milk"",""butter"",""condensed milk"",""rolls/buns"",""softener"",""sliced cheese"""
3334,26-06-2015,"""frankfurter"",""pastry"",""other vegetables"",""chocolate"""
3335,14-10-2015,"""frankfurter"",""pork"",""pastry"",""rolls/buns"",""pip fruit"",""bottled beer"""
3336,13-04-2015,"""grapes"",""bottled beer"""
3337,14-05-2015,"""fruit/vegetable juice"",""bottled water"",""whole milk"",""packaged fruit/vegetables"",""soda"",""long life bakery product"",""sliced cheese"",""bottled beer"",""rolls/buns"""
3338,29-06-2015,"""soda"",""soda"""
3339,21-09-2015,"""ice cream"",""cream"",""chicken"",""waffles"",""herbs"",""yogurt"",""pastry"",""hygiene articles"",""candles"",""tea"""
3340,20-09-2015,"""ice cream"",""whole milk"",""whole milk"",""whipped/sour cream"""
3341,08-03-2015,"""frankfurter"",""waffles"",""packaged fruit/vegetables"",""ketchup"",""soda"",""candy"",""shopping bags"""
